Order_Priority,Customer_ID,Ship_Mode,Order_Date,Order_ID
High,1778,Delivery Truck,5/5/2013,89953
High,1778,Regular Air,5/5/2013,89953
High,1778,Regular Air,5/5/2013,89953
Medium,1778,Regular Air,7/7/2013,89954
High,1778,Regular Air,11/10/2013,89955
Medium,1779,Delivery Truck,5/28/2011,89945
Medium,1779,Regular Air,5/28/2011,89945
Low,1779,Regular Air,4/9/2012,89948
High,1781,Regular Air,6/12/2010,89857
Low,1781,Regular Air,7/7/2010,89858
Critical,1781,Regular Air,9/29/2011,89859
Critical,1781,Regular Air,9/29/2011,89859
Low,1781,Delivery Truck,12/10/2012,89864
High,1782,Regular Air,1/6/2010,89856
Low,1782,Regular Air,12/21/2011,89861
Low,1782,Express Air,12/21/2011,89861
Not Specified,1782,Regular Air,6/5/2012,89863
Not Specified,1782,Express Air,6/5/2012,89863
Not Specified,1782,Regular Air,11/25/2013,89866
High,1783,Express Air,10/14/2011,89860
High,1783,Regular Air,10/14/2011,89860
Not Specified,1783,Delivery Truck,4/25/2012,89862
High,1783,Regular Air,10/14/2013,89865
Not Specified,1783,Express Air,12/12/2013,89867
Not Specified,1783,Regular Air,12/12/2013,89867
Not Specified,1784,Delivery Truck,12/12/2013,89867
Not Specified,1785,Regular Air,New Jersey,634.0893
Not Specified,1786,Delivery Truck,12/12/2013,89867
Critical,1786,Delivery Truck,12/13/2013,89868
Critical,1788,Regular Air,7/21/2010,88256
High,1788,Express Air,1/28/2011,88257
Low,1788,Regular Air,6/9/2011,88258
Low,1788,Regular Air,6/9/2011,88258
Low,1788,Regular Air,6/9/2011,88258
Not Specified,1788,Regular Air,10/8/2011,88260
Critical,1789,Regular Air,8/17/2011,88259
Critical,1789,Regular Air,12/24/2011,88261
Critical,1789,Delivery Truck,12/24/2011,88261
Critical,1789,Regular Air,12/24/2011,88261
Not Specified,1790,Regular Air,8/23/2012,88262
Not Specified,1790,Express Air,8/23/2012,88262
High,1790,Regular Air,4/30/2013,88263
Medium,1790,Delivery Truck,6/11/2013,88264
Medium,1790,Regular Air,6/11/2013,88264
Medium,1790,Regular Air,6/11/2013,88264
Critical,1792,Delivery Truck,3/17/2012,87854
Critical,1792,Regular Air,3/17/2012,87854
Critical,1792,Delivery Truck,7/19/2012,87857
Critical,1793,Delivery Truck,1/6/2010,87853
Critical,1793,Delivery Truck,6/2/2012,87855
Critical,1793,Regular Air,6/21/2012,87856
Critical,1793,Express Air,11/19/2012,87859
Critical,1793,Express Air,6/11/2013,87860
Critical,1793,Regular Air,10/15/2013,87861
Critical,1794,Regular Air,10/27/2012,87858
Low,1796,Regular Air,4/10/2011,90775
Low,1796,Express Air,4/10/2011,90775
Critical,1796,Regular Air,9/26/2011,90776
Low,1796,Express Air,10/16/2011,90777
High,1796,Express Air,3/23/2013,90778
High,1796,Delivery Truck,3/23/2013,90778
High,1796,Delivery Truck,3/23/2013,90778
High,1796,Regular Air,3/23/2013,90778
Not Specified,1796,Regular Air,5/11/2013,90779
Not Specified,1796,Regular Air,5/11/2013,90779
Low,1796,Delivery Truck,8/2/2013,90780
Low,1796,Delivery Truck,8/2/2013,90780
Low,1796,Regular Air,8/2/2013,90780
High,1796,Regular Air,10/23/2013,90781
Not Specified,1796,Regular Air,12/17/2013,90782
Not Specified,1798,Regular Air,10/22/2012,85847
Not Specified,1798,Regular Air,10/22/2012,85847
Low,1799,Regular Air,8/26/2011,85845
Not Specified,1799,Regular Air,7/14/2012,85846
Critical,1799,Regular Air,10/5/2013,85848
High,1800,Regular Air,3/19/2011,85844
Critical,1800,Regular Air,10/5/2013,85848
Critical,1802,Regular Air,6/1/2010,91543
Low,1802,Regular Air,8/5/2012,91544
Low,1802,Delivery Truck,8/5/2012,91544
Low,1802,Regular Air,3/30/2013,91547
Critical,1802,Regular Air,6/1/2013,91548
Low,1803,Regular Air,1/7/2013,91545
Critical,1804,Regular Air,1/18/2013,91546
Not Specified,1805,Regular Air,8/15/2013,91549
High,1807,Regular Air,1/4/2011,89252
Low,1807,Regular Air,5/8/2011,89253
High,1807,Regular Air,3/2/2013,89256
Medium,1808,Express Air,3/17/2010,89251
High,1808,Regular Air,1/4/2011,89252
High,1808,Express Air,1/4/2011,89252
Medium,1808,Express Air,6/21/2012,89254
Low,1808,Regular Air,8/9/2012,89255
Low,1808,Delivery Truck,8/9/2012,89255
Not Specified,1809,Regular Air,36330,136.6
Critical,1809,Regular Air,10/21/2012,91353
Not Specified,1810,Regular Air,90032,554.93
Medium,1810,Regular Air,9/15/2012,26439
Medium,1810,Regular Air,9/15/2012,26439
Medium,1810,Regular Air,9/15/2012,26439
Critical,1810,Regular Air,10/21/2012,52389
Medium,1811,Regular Air,9/15/2012,91352
Medium,1811,Regular Air,9/15/2012,91352
Medium,1811,Regular Air,9/15/2012,91352
Low,1813,Regular Air,2/10/2011,90526
Medium,1813,Express Air,39301,87.69
Not Specified,1814,Express Air,5/23/2010,90524
Not Specified,1814,Regular Air,5/23/2010,90524
Low,1814,Regular Air,2/10/2011,90526
Low,1814,Regular Air,2/10/2011,90526
Medium,1815,Delivery Truck,8/11/2010,90525
Low,1815,Regular Air,1/8/2013,90528
Low,1815,Delivery Truck,4/28/2013,90529
Low,1816,Regular Air,8/5/2010,85990
Low,1816,Regular Air,5/6/2011,85993
Low,1816,Regular Air,5/6/2011,85993
Not Specified,1816,Delivery Truck,7/21/2013,86000
Not Specified,1817,Regular Air,9/24/2012,85996
Medium,1817,Regular Air,10/9/2012,85997
Medium,1817,Regular Air,10/9/2012,85997
Not Specified,1817,Regular Air,10/15/2013,86001
Not Specified,1818,Regular Air,10/15/2010,85991
Not Specified,1818,Express Air,10/15/2010,85991
Critical,1818,Regular Air,8/3/2012,85995
Not Specified,1818,Express Air,10/15/2013,86001
High,1819,Regular Air,2/17/2011,85992
Medium,1819,Express Air,3/7/2013,85998
Critical,1819,Regular Air,3/17/2013,85999
Critical,1820,Regular Air,8/7/2011,85994
Not Specified,1820,Regular Air,7/21/2013,86000
Low,1821,Regular Air,8/5/2010,34435
Not Specified,1821,Regular Air,10/15/2010,47108
Not Specified,1821,Regular Air,10/15/2010,47108
Not Specified,1821,Express Air,10/15/2010,47108
Not Specified,1821,Express Air,10/15/2010,47108
High,1821,Regular Air,2/17/2011,54304
Medium,1821,Express Air,3/7/2011,56610
Critical,1821,Regular Air,3/17/2011,53025
Low,1821,Regular Air,5/6/2011,25830
Low,1821,Regular Air,5/6/2011,25830
Critical,1821,Regular Air,8/7/2011,193
Critical,1821,Regular Air,8/3/2012,51494
Not Specified,1821,Regular Air,9/24/2012,38758
Medium,1821,Regular Air,10/9/2012,35649
Medium,1821,Regular Air,10/9/2012,35649
Not Specified,1821,Regular Air,7/21/2013,20807
Not Specified,1821,Delivery Truck,7/21/2013,20807
Low,1822,Delivery Truck,1/10/2011,23782
Low,1822,Regular Air,1/10/2011,23782
Low,1822,Regular Air,2/3/2012,21057
Critical,1822,Regular Air,12/11/2012,40870
Critical,1822,Regular Air,12/11/2012,40870
Critical,1822,Regular Air,8/2/2013,52039
Low,1823,Regular Air,2/3/2012,91222
Low,1824,Delivery Truck,1/10/2011,91221
Low,1824,Regular Air,1/10/2011,91221
Critical,1824,Regular Air,12/11/2012,91223
Critical,1824,Regular Air,12/11/2012,91223
Critical,1824,Regular Air,8/2/2013,91224
Medium,1826,Express Air,4/18/2010,86958
Medium,1826,Regular Air,52722,10.65
Not Specified,1826,Regular Air,8/31/2012,86962
Not Specified,1826,Delivery Truck,8/31/2012,86962
Not Specified,1827,Regular Air,2/19/2010,86956
Medium,1827,Delivery Truck,4/18/2010,86958
Medium,1827,Regular Air,4/18/2010,86958
Low,1827,Regular Air,12/14/2012,86963
Low,1827,Regular Air,12/14/2012,86963
Not Specified,1827,Regular Air,2/19/2013,86964
Not Specified,1828,Regular Air,2/19/2010,86956
Low,1828,Regular Air,7/6/2010,86960
Low,1828,Regular Air,7/6/2010,86960
High,1828,Regular Air,50613,11.63
Low,1828,Regular Air,7/6/2013,86965
Critical,1829,Express Air,3/25/2010,86957
Low,1829,Regular Air,7/6/2010,86960
Low,1829,Regular Air,7/6/2010,86960
Low,1829,Regular Air,7/6/2010,86960
Low,1831,Regular Air,11/26/2011,90284
High,1831,Regular Air,15146,253.72
Not Specified,1831,Regular Air,8/30/2012,90286
High,1831,Regular Air,11/18/2012,90287
Low,1833,Regular Air,39208,54.53
Low,1833,Regular Air,39208,45.61
Low,1833,Regular Air,8/25/2012,91541
Not Specified,1834,Express Air,3/9/2013,91542
High,1836,Express Air,10/19/2010,86600
Low,1836,Regular Air,1/9/2011,86601
Not Specified,1836,Regular Air,3/25/2011,86602
High,1836,Delivery Truck,12/10/2012,86605
Medium,1836,Regular Air,2/26/2013,86606
High,1836,Regular Air,3/27/2013,86607
Critical,1836,Regular Air,4/4/2013,86608
High,1837,Regular Air,10/19/2010,86600
Critical,1837,Regular Air,7/3/2011,86603
Low,1837,Regular Air,7/10/2012,86604
Low,1837,Regular Air,7/10/2012,86604
Not Specified,1837,Regular Air,6/9/2013,86609
Critical,1838,Regular Air,4/4/2013,86608
Critical,1839,Regular Air,4/4/2013,86608
Not Specified,1840,Regular Air,Townsend,13
Critical,1842,Regular Air,1/29/2011,90608
Low,1842,Express Air,8/30/2011,90609
Low,1842,Regular Air,8/30/2011,90609
Low,1842,Delivery Truck,8/30/2011,90609
Not Specified,1842,Regular Air,8/14/2012,90610
Not Specified,1843,Delivery Truck,8/14/2012,90610
Not Specified,1843,Delivery Truck,8/14/2012,90610
Critical,1843,Regular Air,11/15/2012,90611
Low,1845,Regular Air,5/19/2013,86047
Low,1846,Regular Air,5/19/2013,86047
Critical,1847,Delivery Truck,7/28/2011,86045
Critical,1847,Regular Air,5/24/2012,86046
Critical,1847,Regular Air,5/24/2012,86046
Critical,1847,Regular Air,6/19/2013,86048
Critical,1847,Regular Air,6/19/2013,86048
Critical,1847,Regular Air,10/17/2013,86049
High,1849,Regular Air,4/1/2010,89697
High,1849,Regular Air,4/1/2010,89697
Not Specified,1849,Delivery Truck,5/14/2011,89699
Not Specified,1849,Regular Air,5/14/2011,89699
Medium,1850,Regular Air,4/19/2011,89698
Medium,1850,Regular Air,4/19/2011,89698
Medium,1850,Regular Air,4/19/2011,89698
Medium,1850,Delivery Truck,8/3/2011,89700
Medium,1850,Regular Air,8/3/2011,89700
Medium,1850,Regular Air,8/16/2011,89701
Medium,1850,Regular Air,8/3/2013,89702
Critical,1850,Regular Air,8/11/2013,89703
Not Specified,1852,Express Air,9/19/2010,86847
Low,1852,Regular Air,4/10/2011,86848
Low,1852,Regular Air,4/10/2011,86848
Low,1852,Regular Air,4/10/2011,86848
Low,1852,Regular Air,4/20/2012,86853
Low,1852,Delivery Truck,4/20/2012,86853
Low,1852,Regular Air,6/2/2013,86857
Medium,1853,Regular Air,7/13/2013,86858
Not Specified,1854,Regular Air,9/19/2010,86847
High,1854,Regular Air,11/16/2012,86856
Low,1855,Regular Air,11/6/2011,86850
Low,1856,Regular Air,6/2/2013,86857
High,1857,Regular Air,11/16/2012,86856
Low,1858,Delivery Truck,6/2/2013,86857
High,1859,Regular Air,11/16/2012,86856
Critical,1860,Regular Air,6/15/2010,86846
Not Specified,1861,Regular Air,1/29/2012,86852
Low,1862,Regular Air,1/2/2012,86851
Medium,1863,Delivery Truck,11/6/2012,86855
Critical,1864,Regular Air,6/23/2012,86854
Medium,1865,Regular Air,5/6/2011,86849
Critical,1866,Regular Air,6/23/2012,86854
Critical,1867,Regular Air,8/21/2013,86859
Not Specified,1869,Regular Air,88310,80.35
Medium,1869,Delivery Truck,2/23/2013,89210
Medium,1869,Express Air,2/23/2013,89210
Low,1870,Delivery Truck,2/23/2013,89210
Not Specified,1872,Regular Air,5/12/2013,90101
High,1872,Regular Air,8/28/2013,90102
High,1872,Regular Air,8/28/2013,90102
Medium,1873,Regular Air,1/17/2010,90099
Medium,1873,Regular Air,1/17/2010,90099
Critical,1873,Regular Air,11/17/2012,90100
Not Specified,1873,Regular Air,5/12/2013,90101
Critical,1875,Regular Air,1/29/2010,90899
Not Specified,1875,Regular Air,9/23/2011,90900
Low,1875,Regular Air,9/28/2012,90901
High,1875,Regular Air,8/14/2013,90903
Critical,1875,Express Air,10/26/2013,90904
Critical,1875,Regular Air,10/26/2013,90904
High,1876,Regular Air,8/14/2013,90903
Critical,1877,Regular Air,6/18/2013,90902
Not Specified,1879,Regular Air,11/30/2012,87379
Medium,1880,Regular Air,6/2/2013,87381
Medium,1881,Regular Air,6/2/2013,87381
Not Specified,1882,Regular Air,9/1/2010,87378
Not Specified,1883,Regular Air,11/30/2012,87379
Medium,1884,Regular Air,6/2/2013,87381
Not Specified,1885,Delivery Truck,9/1/2010,87378
Low,1886,Regular Air,5/2/2013,87380
Critical,1888,Delivery Truck,10/1/2012,90636
High,1888,Regular Air,6/29/2013,90640
High,1888,Regular Air,6/29/2013,90640
Low,1889,Regular Air,10/17/2010,90631
High,1889,Regular Air,11/9/2011,90633
Not Specified,1890,Regular Air,3/1/2011,90632
Not Specified,1890,Regular Air,3/1/2011,90632
High,1890,Regular Air,12/22/2012,90637
High,1890,Express Air,12/22/2012,90637
Low,1890,Express Air,6/6/2013,90639
Not Specified,1891,Delivery Truck,10/5/2010,90630
Not Specified,1891,Regular Air,12/3/2011,90634
Low,1891,Regular Air,6/6/2012,90635
Critical,1891,Delivery Truck,3/10/2013,90638
Low,1893,Delivery Truck,4/26/2010,91262
Critical,1893,Regular Air,12/18/2012,91264
Not Specified,1893,Regular Air,11/28/2013,91265
Critical,1894,Delivery Truck,2/24/2010,91261
Critical,1894,Regular Air,2/24/2010,91261
High,1894,Regular Air,9/18/2010,91263
Critical,1896,Regular Air,3/2/2012,91314
Not Specified,1896,Regular Air,6/6/2012,91315
Medium,1898,Regular Air,2/15/2013,87449
High,1899,Express Air,12/1/2011,87447
High,1900,Regular Air,12/1/2011,87447
Medium,1901,Delivery Truck,2/15/2013,87449
Critical,1902,Delivery Truck,4/6/2011,87445
High,1902,Delivery Truck,9/9/2011,87446
High,1902,Regular Air,9/9/2011,87446
Medium,1902,Regular Air,8/20/2012,87448
High,1903,Regular Air,12/1/2011,87447
Critical,1904,Regular Air,1/29/2011,87444
Not Specified,1904,Regular Air,6/7/2013,87450
Not Specified,1904,Regular Air,6/7/2013,87450
Low,1906,Regular Air,11/17/2010,86500
Critical,1906,Regular Air,1/4/2012,86503
Critical,1906,Regular Air,1/4/2012,86503
Low,1907,Regular Air,11/17/2010,86500
High,1907,Regular Air,4/29/2011,86501
Medium,1907,Regular Air,7/21/2013,86505
Critical,1908,Regular Air,7/21/2011,86502
Critical,1908,Regular Air,12/18/2012,86504
Medium,1908,Express Air,7/25/2013,86506
Not Specified,1910,Regular Air,7/1/2010,91371
Not Specified,1910,Regular Air,4/8/2011,91372
Not Specified,1910,Delivery Truck,7/1/2013,91373
Not Specified,1912,Delivery Truck,10/30/2011,87337
Low,1913,Regular Air,7/26/2011,87336
Low,1913,Regular Air,7/26/2011,87336
Not Specified,1913,Regular Air,10/30/2011,87337
Critical,1913,Regular Air,5/21/2012,87338
High,1913,Regular Air,1/27/2013,87339
Not Specified,1913,Regular Air,6/8/2013,87340
Critical,1913,Regular Air,12/19/2013,87341
Not Specified,1914,Regular Air,6/8/2013,87340
Critical,1916,Regular Air,2/27/2010,85893
High,1916,Regular Air,4/16/2010,85895
Medium,1917,Regular Air,3/27/2010,85894
High,1917,Regular Air,9/1/2010,85897
Not Specified,1917,Delivery Truck,2/5/2012,85902
Not Specified,1917,Regular Air,2/5/2012,85902
Not Specified,1917,Regular Air,2/5/2012,85902
Low,1917,Regular Air,3/2/2013,85905
Low,1917,Regular Air,3/2/2013,85905
Low,1918,Express Air,72450,168.04
High,1918,Regular Air,2/19/2011,85899
Not Specified,1918,Regular Air,4/26/2011,85900
High,1918,Regular Air,11/29/2011,85901
Not Specified,1918,Regular Air,5/31/2012,85903
Not Specified,1918,Regular Air,11/3/2012,85904
High,1919,Regular Air,8/24/2010,85896
Not Specified,1919,Regular Air,4/26/2011,85900
High,1919,Delivery Truck,8/24/2013,85906
High,1921,Regular Air,6/21/2011,88470
Not Specified,1922,Regular Air,6/27/2011,88471
High,1923,Regular Air,6/21/2011,88470
Not Specified,1924,Regular Air,6/27/2011,88471
Low,1925,Delivery Truck,7/3/2011,88472
Critical,1925,Delivery Truck,1/10/2013,88473
High,1927,Delivery Truck,2/6/2010,88579
Critical,1927,Regular Air,3/2/2011,88581
Critical,1927,Regular Air,5/4/2011,88582
High,1927,Regular Air,8/23/2012,88583
Critical,1927,Regular Air,10/15/2013,88586
Not Specified,1928,Regular Air,7/21/2010,88580
High,1928,Regular Air,1/9/2013,88584
Critical,1928,Regular Air,5/20/2013,88585
High,1930,Regular Air,9/13/2011,89341
Critical,1931,Regular Air,7/27/2012,89342
High,1931,Regular Air,3/9/2013,89343
Low,1933,Regular Air,4/19/2010,86687
Medium,1933,Regular Air,9/12/2012,86691
Low,1934,Delivery Truck,11/30/2010,86688
High,1934,Regular Air,5/1/2012,86690
Medium,1934,Express Air,9/12/2012,86691
Critical,1935,Express Air,4/8/2010,86686
Low,1935,Regular Air,11/30/2010,86688
Low,1935,Regular Air,75051,2099.61
Low,1935,Express Air,11/30/2010,86688
Critical,1935,Express Air,8/5/2011,86689
Critical,1935,Regular Air,8/5/2011,86689
Low,1936,Regular Air,3/20/2013,86692
Medium,1938,Express Air,3/22/2010,88870
Low,1938,Regular Air,6/15/2011,88873
Medium,1938,Regular Air,7/18/2012,88875
Critical,1938,Regular Air,9/13/2012,88876
Medium,1938,Regular Air,7/16/2013,88877
Critical,1938,Regular Air,11/20/2013,88878
Medium,1939,Regular Air,2/21/2012,88874
Medium,1939,Regular Air,2/21/2012,88874
Medium,1939,Regular Air,2/21/2012,88874
Medium,1940,Regular Air,84020,8.39
Low,1940,Regular Air,4/19/2010,88871
Low,1940,Delivery Truck,4/19/2010,88871
Critical,1940,Regular Air,3/27/2011,88872
Medium,1942,Regular Air,71603,104.78
Low,1942,Regular Air,9/30/2013,88433
Low,1943,Delivery Truck,1/26/2011,88430
Low,1943,Regular Air,1/4/2013,88432
Critical,1945,Regular Air,7/12/2013,86337
Critical,1945,Regular Air,7/12/2013,86337
Critical,1945,Express Air,7/12/2013,86337
Medium,1946,Regular Air,1/26/2010,86331
Medium,1946,Regular Air,1/26/2010,86331
Critical,1946,Delivery Truck,6/16/2011,86332
Critical,1946,Delivery Truck,12/1/2011,86333
Medium,1946,Regular Air,7/13/2012,86334
Low,1946,Express Air,3/2/2013,86335
Medium,1946,Regular Air,3/13/2013,86336
Low,1948,Regular Air,4/20/2011,90416
Low,1948,Express Air,4/20/2011,90416
Low,1949,Delivery Truck,8/1/2010,90415
Medium,1949,Regular Air,10/11/2011,90418
Critical,1949,Regular Air,11/19/2012,90419
Medium,1949,Regular Air,7/3/2013,90420
Critical,1949,Regular Air,9/29/2013,90421
Critical,1949,Regular Air,9/29/2013,90421
Not Specified,1950,Regular Air,7/6/2010,90414
Low,1950,Regular Air,8/23/2011,90417
Medium,1950,Regular Air,7/3/2013,90420
Medium,1950,Regular Air,7/3/2013,90420
Not Specified,1952,Regular Air,5/28/2012,88343
Not Specified,1952,Regular Air,5/28/2012,88343
Low,1952,Regular Air,6/16/2012,88344
Critical,1952,Delivery Truck,12/2/2013,88346
Low,1953,Regular Air,55066,36.33
High,1953,Express Air,3/7/2012,88342
Not Specified,1953,Regular Air,5/28/2012,88343
High,1953,Regular Air,55066,68.66
Not Specified,1953,Regular Air,12/16/2013,88347
Not Specified,1953,Delivery Truck,12/16/2013,88347
Not Specified,1953,Regular Air,12/16/2013,88347
High,1955,Regular Air,11/8/2011,89821
High,1956,Regular Air,12/19/2010,89820
Not Specified,1956,Delivery Truck,5/5/2012,89823
High,1956,Regular Air,9/13/2013,89826
High,1957,Regular Air,10/7/2010,89818
High,1957,Regular Air,11/8/2011,89821
Not Specified,1957,Regular Air,6/2/2013,89824
Critical,1957,Regular Air,8/30/2013,89825
High,1957,Express Air,10/7/2013,89827
Low,1957,Regular Air,11/1/2013,89828
High,1957,Regular Air,12/19/2013,89829
Low,1958,Express Air,12/18/2010,89819
High,1958,Regular Air,4/15/2012,89822
High,1958,Regular Air,9/13/2013,89826
Critical,1959,Regular Air,33916,206.04
Low,1959,Regular Air,10/18/2010,26342
Low,1959,Regular Air,10/18/2010,26342
Low,1959,Regular Air,10/18/2010,26342
Critical,1959,Regular Air,7/21/2011,41569
Critical,1959,Regular Air,12/25/2011,5346
Critical,1959,Delivery Truck,12/25/2011,5346
Critical,1959,Delivery Truck,12/25/2011,5346
Not Specified,1959,Regular Air,4/5/2012,37988
Medium,1959,Regular Air,4/8/2012,23940
Medium,1959,Delivery Truck,4/8/2012,23940
Critical,1959,Express Air,9/11/2012,44451
Critical,1959,Express Air,10/9/2012,39332
Critical,1959,Regular Air,5/4/2013,10470
Critical,1959,Express Air,7/11/2013,29985
Critical,1959,Regular Air,9/24/2013,13984
Critical,1959,Regular Air,10/16/2013,56740
Critical,1960,Regular Air,12/25/2011,88859
Critical,1960,Delivery Truck,12/25/2011,88859
Critical,1961,Delivery Truck,12/25/2011,88859
Medium,1961,Regular Air,4/8/2012,88861
Medium,1961,Delivery Truck,4/8/2012,88861
Critical,1961,Regular Air,5/4/2013,88865
Critical,1961,Regular Air,9/24/2013,88867
Low,1962,Regular Air,10/18/2010,88857
Low,1962,Regular Air,10/18/2010,88857
Critical,1962,Regular Air,48601,45.79
Critical,1962,Express Air,7/11/2013,88866
Low,1962,Regular Air,10/18/2013,88869
Critical,1963,Regular Air,7/21/2011,88858
Not Specified,1963,Regular Air,4/5/2012,88860
Critical,1963,Express Air,9/11/2012,88862
Critical,1963,Express Air,10/9/2012,88863
Critical,1964,Regular Air,10/16/2013,88868
Critical,1966,Delivery Truck,9/30/2011,89457
Critical,1966,Regular Air,52402,141.26
Low,1966,Regular Air,11/9/2012,89463
Medium,1967,Express Air,3/18/2010,89456
Low,1967,Regular Air,4/3/2012,89459
High,1967,Regular Air,8/10/2012,89460
Low,1967,Regular Air,11/9/2012,89463
Medium,1967,Regular Air,3/18/2013,89464
Not Specified,1968,Regular Air,12047,195.59
Not Specified,1968,Regular Air,11/1/2012,89461
Not Specified,1968,Regular Air,11/1/2012,89461
Medium,1968,Express Air,11/2/2012,89462
High,1970,Express Air,11/24/2011,91551
Medium,1971,Regular Air,1/18/2010,91550
High,1971,Regular Air,11/24/2011,91551
High,1971,Regular Air,11/24/2011,91551
Medium,1971,Regular Air,1/8/2013,91553
Medium,1971,Regular Air,1/18/2013,91554
Medium,1971,Regular Air,1/18/2013,91554
Medium,1972,Delivery Truck,1/18/2010,91550
Medium,1972,Express Air,1/18/2010,91550
High,1972,Delivery Truck,11/5/2012,91552
Medium,1974,Regular Air,5/20/2010,89040
Medium,1974,Regular Air,5/20/2010,89040
High,1974,Regular Air,10/11/2012,89042
Medium,1974,Regular Air,7/28/2013,89045
Critical,1975,Regular Air,7/9/2013,89044
Critical,1975,Express Air,7/9/2013,89044
Critical,1975,Regular Air,7/9/2013,89044
Medium,1975,Regular Air,7/28/2013,89045
Critical,1975,Regular Air,9/23/2013,89046
Critical,1975,Express Air,9/23/2013,89046
Critical,1976,Delivery Truck,1/10/2010,89039
Critical,1976,Regular Air,1/10/2010,89039
Critical,1976,Regular Air,9/23/2010,89041
Low,1976,Regular Air,2/6/2013,89043
Not Specified,1978,Delivery Truck,12/13/2012,87763
Not Specified,1978,Regular Air,12/13/2012,87763
Not Specified,1979,Regular Air,11/5/2010,87757
Not Specified,1979,Regular Air,5/28/2011,87758
Medium,1979,Regular Air,6/9/2011,87759
Medium,1979,Regular Air,6/27/2012,87761
Not Specified,1979,Express Air,12/13/2012,87763
High,1979,Regular Air,4/16/2013,87764
Not Specified,1980,Regular Air,7/4/2011,87760
Low,1980,Regular Air,11/16/2012,87762
Low,1980,Regular Air,11/16/2012,87762
Low,1980,Regular Air,11/16/2012,87762
Not Specified,1981,Regular Air,7/4/2011,87760
Critical,1983,Express Air,4/28/2013,91259
Low,1983,Express Air,11/24/2013,91260
Low,1983,Regular Air,11/24/2013,91260
Not Specified,1984,Regular Air,29915,269.33
Low,1984,Delivery Truck,11/24/2013,91260
Not Specified,1986,Regular Air,11/6/2010,90888
Not Specified,1986,Express Air,11/6/2010,90888
Not Specified,1986,Regular Air,1/13/2011,90889
Critical,1986,Regular Air,7/23/2012,90890
High,1988,Regular Air,1/3/2010,89999
Low,1988,Express Air,7/25/2012,90005
Not Specified,1989,Delivery Truck,1/21/2010,90000
Not Specified,1989,Regular Air,1/21/2010,90000
High,1989,Regular Air,5/15/2010,90001
High,1989,Regular Air,5/15/2010,90001
Medium,1989,Regular Air,10/30/2010,90003
Not Specified,1989,Regular Air,1/21/2013,90006
Not Specified,1989,Regular Air,8/30/2013,90009
Critical,1990,Regular Air,5/27/2012,90004
Critical,1990,Regular Air,5/27/2012,90004
Critical,1990,Regular Air,5/27/2012,90004
Medium,1990,Regular Air,84037,406.3
Medium,1991,Regular Air,8/22/2010,90002
Critical,1991,Regular Air,4/25/2013,90008
Low,1991,Express Air,10/4/2013,90010
High,1993,Regular Air,4/15/2011,91010
High,1993,Regular Air,7/31/2012,91013
Medium,1994,Regular Air,7/15/2011,91011
Medium,1994,Regular Air,6/10/2012,91012
Medium,1994,Regular Air,6/10/2012,91012
High,1994,Regular Air,7/31/2012,91013
Not Specified,1994,Regular Air,3/12/2013,91014
High,1994,Regular Air,8/22/2013,91015
Not Specified,1994,Delivery Truck,10/13/2013,91016
Medium,1995,Regular Air,6/10/2012,91012
Not Specified,1997,Regular Air,1/25/2010,90333
Medium,1997,Regular Air,5/7/2010,90334
Low,1997,Regular Air,12/2/2010,90335
Medium,1997,Express Air,4/11/2013,90336
Not Specified,1998,Regular Air,12/3/2010,90568
Low,1998,Regular Air,11/1/2011,90571
Low,1998,Regular Air,11/1/2011,90571
Low,1998,Regular Air,11/1/2011,90571
Low,1998,Regular Air,11/1/2011,90571
Medium,1998,Regular Air,12/2/2012,90573
Critical,1998,Regular Air,9/8/2013,90574
High,1999,Regular Air,5/3/2011,12900
High,1999,Delivery Truck,5/3/2011,12900
Low,1999,Regular Air,10/18/2011,54146
Low,1999,Regular Air,11/1/2011,43745
Low,1999,Regular Air,11/1/2011,43745
Low,1999,Regular Air,11/1/2011,43745
Low,1999,Regular Air,11/1/2011,43745
Low,1999,Regular Air,11/1/2011,43745
Low,1999,Regular Air,12/21/2011,45924
Not Specified,1999,Express Air,6/22/2012,46565
Not Specified,1999,Regular Air,6/22/2012,46565
Not Specified,1999,Regular Air,6/22/2012,46565
Medium,1999,Regular Air,12/2/2012,32065
Critical,1999,Regular Air,9/8/2013,36743
Medium,1999,Delivery Truck,10/18/2013,48643
Medium,1999,Regular Air,10/18/2013,48643
Medium,1999,Regular Air,10/18/2013,48643
Low,1999,Regular Air,11/1/2013,43745
Not Specified,1999,Regular Air,12/3/2013,17317
High,2000,Regular Air,5/3/2011,90569
High,2000,Delivery Truck,5/3/2011,90569
Low,2001,Regular Air,11/1/2011,90571
Low,2001,Regular Air,11/1/2011,90571
Not Specified,2001,Express Air,6/22/2012,90572
Not Specified,2001,Regular Air,6/22/2012,90572
Not Specified,2001,Regular Air,6/22/2012,90572
Medium,2001,Delivery Truck,10/18/2013,90575
Low,2001,Regular Air,12/21/2013,90576
Low,2002,Regular Air,10/18/2011,90570
Medium,2002,Regular Air,10/18/2013,90575
Medium,2002,Regular Air,10/18/2013,90575
Medium,2004,Regular Air,10/17/2010,91277
Medium,2004,Regular Air,10/17/2010,91277
Medium,2004,Regular Air,8/18/2011,91278
Medium,2004,Regular Air,8/18/2011,91278
