Office Supplies,Acco Perma� 2700 Stacking Storage Drawers,29.74,16
Furniture,O'Sullivan 3-Shelf Heavy-Duty Bookcases,58.14,2
Furniture,Electrix Fluorescent Magnifier Lamps & Weighted Base,49.34,4
Office Supplies,Xerox 1922,4.98,5
Office Supplies,Xerox 1984,6.48,2
Office Supplies,"Eldon Base for stackable storage shelf, platinum",38.94,11
Furniture,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,90.98,12
Office Supplies,Xerox 1947,5.98,3
Furniture,"\"Iceberg OfficeWorks 42\"\" Round Tables\"",150.98,8
Office Supplies,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",370.98,15
Office Supplies,Newell 336,4.28,10
Technology,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",83.1,4
Office Supplies,Xerox 1907,12.28,5
Technology,Adesso Programmable 142-Key Keyboard,152.48,12
Office Supplies,2300 Heavy-Duty Transfer File Systems by Perma,24.98,7
Furniture,Bush Advantage Collection� Racetrack Conference Table,424.21,12
Office Supplies,Holmes Odor Grabber,14.42,13
Office Supplies,Staples� General Use 3-Ring Binders,1.88,1
Technology,Accessory13,35.99,17
Office Supplies,Xerox 1887,18.97,2
Technology,Accessory34,85.99,19
Office Supplies,Xerox 1986,6.68,7
Office Supplies,Boston KS Multi-Size Manual Pencil Sharpener,22.99,17
Office Supplies,3M Office Air Cleaner,25.98,15
Furniture,Eldon Expressions Mahogany Wood Desk Collection,6.24,7
Office Supplies,Xerox 1978,5.78,14
Office Supplies,Pizazz� Global Quick File�,14.97,5
Office Supplies,Xerox 1881,12.28,10
Technology,Epson FX-2180 Wide Format Dot Matrix Printer,596.98,16
Technology,"\"Imation 3.5\"\" Unformatted DS/HD Diskettes",7.37,-100.49
Office Supplies,Newell 307,1.82,3
Office Supplies,"Hoover Replacement Belts For Soft Guard� & Commercial Ltweight Upright Vacs, 2/Pk",3.95,18
Office Supplies,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11\"",30.98,5.92
Office Supplies,Binder Posts,5.74,23
Technology,Epson DFX5000+ Dot Matrix Printer,1500.97,1
Technology,i470,205.99,10
Technology,Canon MP41DH Printing Calculator,150.98,38
Technology,Targus USB Numeric Keypad,40.98,19
Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",349.45,2
Technology,Accessory34,85.99,16
Technology,Micro Innovations Media Access Pro Keyboard,77.51,1
Furniture,Nu-Dell Executive Frame,12.64,1
Technology,"Micro Innovations Micro 3000 Keyboard, Black",26.31,12
Office Supplies,GBC Linen Binding Covers,30.98,9
Technology,KF 788,45.99,23
Office Supplies,"Dixon Prang� Watercolor Pencils, 10-Color Set with Brush",4.26,40
Office Supplies,Avery Printable Repositionable Plastic Tabs,8.6,2
Technology,Belkin ErgoBoard� Keyboard,30.98,7
Office Supplies,Xerox 1904,6.48,1
Office Supplies,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",60.22,13
Furniture,"Career Cubicle Clock, 8 1/4\"",20.28,-66.2473
Office Supplies,Hammermill Color Copier Paper (28Lb. and 96 Bright),9.99,43
Office Supplies,Xerox 1937,48.04,74
Office Supplies,Xerox 1986,6.68,5
Furniture,3M Hangers With Command Adhesive,3.7,19
Furniture,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,90.98,63
Furniture,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,83
Furniture,"Sauder Forest Hills Library, Woodland Oak Finish",140.98,31
Office Supplies,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",16.06,13
Office Supplies,Hoover Portapower� Portable Vacuum,4.48,22
Furniture,"Global Leather & Oak Executive Chair, Burgundy",150.89,12
Furniture,"\"Seth Thomas 12\"\" Clock w/ Goldtone Case\"",22.98,8
Furniture,Dana Halogen Swing-Arm Architect Lamp,40.97,8
Furniture,"Eldon� Expressions� Wood Desk Accessories, Oak",7.38,46
Furniture,Staples Plastic Wall Frames,7.96,31
Furniture,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,63
Furniture,Flat Face Poster Frame,18.84,69
Furniture,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,90.98,16
Furniture,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,21
Furniture,"Sauder Forest Hills Library, Woodland Oak Finish",140.98,8
Office Supplies,Hoover Portapower� Portable Vacuum,4.48,6
Furniture,"Global Leather & Oak Executive Chair, Burgundy",150.89,3
Furniture,"Eldon� Expressions� Wood Desk Accessories, Oak",7.38,11
Furniture,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,16
Office Supplies,Xerox 1937,48.04,18
Office Supplies,Xerox 1986,6.68,1
Furniture,"Career Cubicle Clock, 8 1/4\"",20.28,-61.7644
Furniture,Staples Plastic Wall Frames,7.96,8
Office Supplies,Hammermill Color Copier Paper (28Lb. and 96 Bright),9.99,13
Furniture,3M Hangers With Command Adhesive,3.7,5
Office Supplies,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",16.06,3
Furniture,"\"Seth Thomas 12\"\" Clock w/ Goldtone Case\"",22.98,2
Furniture,Dana Halogen Swing-Arm Architect Lamp,40.97,2
Furniture,Flat Face Poster Frame,18.84,17
Furniture,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,180.98,17
Technology,"\"Imation 3.5\"\" DS-HD Macintosh Formatted Diskettes",7.28,-79.5528
Office Supplies,Xerox 1899,5.78,3
Office Supplies,Honeywell Quietcare HEPA Air Cleaner,78.65,8
Office Supplies,Round Ring Binders,2.08,13
Furniture,Howard Miller 12-3/4 Diameter Accuwave DS � Wall Clock,78.69,9
Technology,"Imation IBM Formatted Diskettes, 100/Pack",28.48,20
Office Supplies,Xerox 1993,6.48,2
Office Supplies,"\"Rediform Wirebound \"\"Phone Memo\"\" Message Book",7.64,9.614
Office Supplies,Xerox 1952,4.98,14
Technology,KF 788,45.99,37
Office Supplies,Wilson Jones Easy Flow II� Sheet Lifters,1.8,17
Technology,Accessory9,35.99,24
Office Supplies,"Peel & Seel� Recycled Catalog Envelopes, Brown",11.58,3
Office Supplies,Xerox 212,6.48,21
Technology,Accessory29,20.99,31
Office Supplies,Avery 510,3.75,12
Office Supplies,Xerox 1891,48.91,8
Office Supplies,"Tenex File Box, Personal Filing Tote with Lid, Black",15.51,5
Furniture,Global Leather Executive Chair,350.99,6
Technology,"AT&T Black Trimline Phone, Model 210",15.99,5
Furniture,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,12
Office Supplies,Kensington 6 Outlet Guardian Standard Surge Protector,20.48,5
Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",15.67,3
Technology,"80 Minute CD-R Spindle, 100/Pack - Staples",39.48,23
Technology,6162i,65.99,17
Office Supplies,Staples 6 Outlet Surge,11.97,13
Furniture,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",9.48,14
Office Supplies,Xerox 1903,5.98,1
Office Supplies,Staples Bulldog Clip,3.78,13
Technology,"Imation Neon Mac Format Diskettes, 10/Pack",8.12,8
Office Supplies,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",279.48,8
Furniture,"Hon Metal Bookcases, Putty",70.98,8
Office Supplies,Newell 309,11.55,12
Office Supplies,Xerox 1893,40.99,14
Office Supplies,Xerox 193,5.98,3
Furniture,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",880.98,7
Furniture,Advantus Panel Wall Acrylic Frame,5.47,2
Technology,Accessory39,20.99,4
Technology,Hewlett-Packard 4.7GB DVD+R Discs,8.5,11
Office Supplies,Avery 474,2.88,4
Technology,US Robotics 56K V.92 Internal PCI Faxmodem,49.99,7
Office Supplies,Xerox 1984,6.48,15
Furniture,Deflect-O� Glasstique� Clear Desk Accessories,7.7,3
Office Supplies,Flexible Leather- Look Classic Collection Ring Binder,18.94,2
Technology,Hewlett Packard LaserJet 3310 Copier,599.99,14
Furniture,Dana Halogen Swing-Arm Architect Lamp,40.97,39
Office Supplies,Xerox 2,6.48,20
Office Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",2.98,10
Furniture,"Master Giant Foot� Doorstop, Safety Yellow",7.59,2
Office Supplies,Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac,4.06,6
Office Supplies,Xerox 1932,35.44,16
Technology,"\"Imation 3.5\"\" Unformatted DS/HD Diskettes",7.37,290.202
Furniture,Hon Comfortask� Task/Swivel Chairs,113.98,11
Office Supplies,Eldon Jumbo ProFile� Portable File Boxes Graphite/Black,15.31,23
Technology,Bell Sonecor JB700 Caller ID,7.99,4
Office Supplies,"Companion Letter/Legal File, Black",37.76,7
Office Supplies,Belkin 6 Outlet Metallic Surge Strip,10.89,17
Furniture,36X48 HARDFLOOR CHAIRMAT,20.98,3
Technology,U.S. Robotics 56K Internet Call Modem,99.99,10
Furniture,Hon 4700 Series Mobuis� Mid-Back Task Chairs with Adjustable Arms,355.98,8
Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,19.98,5
Technology,Belkin ErgoBoard� Keyboard,30.98,11
Office Supplies,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",40.99,11
Office Supplies,Sanford Pocket Accent� Highlighters,1.6,11
Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,19.98,11
Office Supplies,Newell 31,4.13,23
Office Supplies,Model L Table or Wall-Mount Pencil Sharpener,17.99,19
Office Supplies,Newell 333,2.78,8
Technology,1726 Digital Answering Machine,20.99,19
Office Supplies,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2\"",40.98,280.347
Office Supplies,Xerox 1938,47.9,18
Office Supplies,Xerox 1991,22.84,1
Office Supplies,Xerox 1996,6.48,25
Office Supplies,Space Solutions Commercial Steel Shelving,64.65,3
Office Supplies,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",40.99,5
Furniture,"Master Giant Foot� Doorstop, Safety Yellow",7.59,9
Office Supplies,Binder Posts,5.74,17
Office Supplies,"Fellowes Strictly Business� Drawer File, Letter/Legal Size",140.85,18
Office Supplies,Bagged Rubber Bands,1.26,10
Office Supplies,EcoTones� Memo Sheets,4,8
Office Supplies,"Array� Parchment Paper, Assorted Colors",7.28,25
Furniture,Bevis Rectangular Conference Tables,145.98,12
Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",15.01,16
Technology,5170i,125.99,4
Technology,Maxell DVD-RAM Discs,16.48,7
Office Supplies,GBC Standard Therm-A-Bind Covers,24.92,1
Technology,Sharp AL-1530CS Digital Copier,499.99,1
Office Supplies,Grip Seal Envelopes,4.42,3
Office Supplies,Belkin 5 Outlet SurgeMaster� Power Centers,54.48,37
Technology,Microsoft Natural Multimedia Keyboard,50.98,22
Office Supplies,Xerox 1968,6.68,35
Technology,T61,45.99,27
Technology,Canon P1-DHIII Palm Printing Calculator,17.98,13
Furniture,"Master Giant Foot� Doorstop, Safety Yellow",7.59,2
Furniture,Nu-Dell Executive Frame,12.64,73
Technology,Okidata ML184 Turbo Dot Matrix Printers,306.14,26
Technology,Fuji 5.2GB DVD-RAM,40.96,5
Office Supplies,Belkin 5 Outlet SurgeMaster� Power Centers,54.48,146
Technology,Microsoft Natural Multimedia Keyboard,50.98,88
Office Supplies,Xerox 1968,6.68,139
Technology,T61,45.99,109
Office Supplies,3M Office Air Cleaner,25.98,17
Office Supplies,Large Capacity Hanging Post Binders,24.95,2
Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,300.65,26
Furniture,"\"Executive Impressions 12\"\" Wall Clock\"",17.67,83
Office Supplies,Space Solutions Commercial Steel Shelving,64.65,13
Technology,Canon P1-DHIII Palm Printing Calculator,17.98,50
Furniture,"Master Giant Foot� Doorstop, Safety Yellow",7.59,6
Technology,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",808.49,29
Office Supplies,Avery 474,2.88,13
Technology,StarTAC Analog,65.99,105
Office Supplies,"Acco Clips to Go� Binder Clips, 24 Clips in Two Sizes",3.55,4
Office Supplies,Grip Seal Envelopes,4.42,14
Furniture,Nu-Dell Executive Frame,12.64,18
Technology,Okidata ML184 Turbo Dot Matrix Printers,306.14,7
Office Supplies,3M Office Air Cleaner,25.98,4
Office Supplies,"Acco Clips to Go� Binder Clips, 24 Clips in Two Sizes",3.55,1
Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,300.65,7
Furniture,"\"Executive Impressions 12\"\" Wall Clock\"",17.67,21
Office Supplies,Space Solutions Commercial Steel Shelving,64.65,3
Technology,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",808.49,7
Office Supplies,Large Capacity Hanging Post Binders,24.95,1
Technology,Fuji 5.2GB DVD-RAM,40.96,1
Office Supplies,Avery 474,2.88,3
Technology,StarTAC Analog,65.99,26
Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,4.24,10
Technology,Polycom ViewStation� ISDN Videoconferencing Unit,6783.02,1
Office Supplies,Fellowes Mighty 8 Compact Surge Protector,20.27,9
Office Supplies,Peel-Off� China Markers,9.93,3
Furniture,Deflect-O� Glasstique� Clear Desk Accessories,7.7,10
Office Supplies,"\"Acme� 8\"\" Straight Scissors\"",12.98,5
Office Supplies,"Tenex Personal Project File with Scoop Front Design, Black",13.48,18
Office Supplies,Xerox 1950,5.78,15
Technology,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,3502.14,1
Office Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,6
Office Supplies,Portable Personal File Box,12.21,8
Technology,"IBM Numeric Access II Keypad, 17-Key, Black",35.77,10
Office Supplies,Holmes 99% HEPA Air Purifier,21.66,10
Technology,"AT&T Black Trimline Phone, Model 210",15.99,10
Technology,Accessory35,35.99,11
Office Supplies,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",34.76,12
Office Supplies,Self-Adhesive Ring Binder Labels,3.52,1
Office Supplies,"\"Acco Pressboard Covers with Storage Hooks, 14 7/8\"\" x 11\"\"",4.91,-166.67088
Technology,StarTAC 6500,125.99,2
Office Supplies,"\"Staples #10 Laser & Inkjet Envelopes, 4 1/8\"\" x 9 1/2\"\"",9.78,-13.74
Office Supplies,GBC VeloBinder Strips,7.68,18
Furniture,Staples Plastic Wall Frames,7.96,16
Office Supplies,"Advantus Push Pins, Aluminum Head",5.81,21
Furniture,"Dana Fluorescent Magnifying Lamp, White, 36\"\"",50.98,14
Furniture,Bush Mission Pointe Library,150.98,10
Furniture,"Global Deluxe Stacking Chair, Gray",50.98,1
Furniture,Tensor Computer Mounted Lamp,14.89,4
Furniture,Global Adaptabilities� Conference Tables,280.98,4
Office Supplies,"Cardinal Slant-D� Ring Binder, Heavy Gauge Vinyl",8.69,8
Furniture,Bevis Steel Folding Chairs,95.95,41
Office Supplies,Xerox 1983,5.98,26
Office Supplies,Avery Printable Repositionable Plastic Tabs,8.6,1
Office Supplies,GBC DocuBind TL300 Electric Binding System,896.99,3
Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,4.24,4
Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,12
Office Supplies,Xerox 1947,5.98,17
Office Supplies,Staples Battery-Operated Desktop Pencil Sharpener,10.48,4
Furniture,"Career Cubicle Clock, 8 1/4\"",20.28,-39
Technology,V8162,65.99,8
Furniture,DAX Clear Channel Poster Frame,14.58,6
Office Supplies,Acco 6 Outlet Guardian Premium Surge Suppressor,14.56,10
Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,300.65,17
Office Supplies,Xerox 1950,5.78,25
Technology,Canon PC-428 Personal Copier,199.99,9
Office Supplies,Lock-Up Easel 'Spel-Binder',28.53,20
Furniture,"\"Executive Impressions 14\"\" Contract Wall Clock with Quartz Movement\"",22.23,5
Technology,Epson LQ-570e Dot Matrix Printer,270.97,8
Technology,"80 Minute CD-R Spindle, 100/Pack - Staples",39.48,4
Office Supplies,Avery 493,4.91,2
Office Supplies,Xerox 220,6.48,12
Technology,T61,45.99,7
Furniture,"DAX Copper Panel Document Frame, 5 x 7 Size",12.58,15
Furniture,Nu-Dell Leatherette Frames,14.34,14
Office Supplies,Wilson Jones Impact Binders,5.18,17
Technology,Accessory20,85.99,5
Office Supplies,"\"It's Hot Message Books with Stickers, 2 3/4\"\" x 5\"\"\"",7.4,15
Office Supplies,Belkin 6 Outlet Metallic Surge Strip,10.89,26
Office Supplies,Heavy-Duty E-Z-D� Binders,10.91,8
Office Supplies,GBC Recycled Grain Textured Covers,34.54,1
Furniture,Eldon� 500 Class� Desk Accessories,12.07,3
Technology,i1000plus,125.99,10
Office Supplies,Heavy-Duty E-Z-D� Binders,10.91,1
Office Supplies,Laser & Ink Jet Business Envelopes,10.67,25
Furniture,Eldon� 500 Class� Desk Accessories,12.07,8
Technology,StarTAC Analog,65.99,8
Technology,US Robotics 56K V.92 External Faxmodem,99.99,11
Furniture,Eldon� 500 Class� Desk Accessories,12.07,22
Furniture,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",130.98,15
Furniture,"\"Executive Impressions 14\"\" Contract Wall Clock\"",22.23,21
Office Supplies,Sanford Liquid Accent Highlighters,6.68,5
Office Supplies,Acco D-Ring Binder w/DublLock�,21.38,9
Furniture,O'Sullivan Living Dimensions 2-Shelf Bookcases,120.98,11
Office Supplies,Ibico Ibimaster 300 Manual Binding System,367.99,11
Office Supplies,Avery 506,4.13,22
Furniture,Bretford CR8500 Series Meeting Room Furniture,400.98,16
Office Supplies,Avery 484,2.88,10
Office Supplies,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,7.77,9
Office Supplies,Array� Memo Cubes,5.18,4
Furniture,"\"Bevis Round Bullnose 29\"\" High Table Top\"",259.71,3
Office Supplies,Xerox 1952,4.98,4
Office Supplies,"Carina Mini System Audio Rack, Model AR050B",110.98,7
Furniture,"Global Leather Task Chair, Black",89.99,20
Furniture,"Master Caster Door Stop, Brown",5.08,19
Furniture,"Global Stack Chair without Arms, Black",25.98,6
Technology,M70,125.99,7
Office Supplies,Xerox 1894,6.48,21
Office Supplies,"Sanford EarthWrite� Recycled Pencils, Medium Soft, #2",2.1,5
Technology,"Imation 3.5\"",8.46,7/24/2011
Office Supplies,Xerox 1991,22.84,1
Technology,Bell Sonecor JB700 Caller ID,7.99,11
Office Supplies,Staples 6 Outlet Surge,11.97,8
Office Supplies,Xerox 217,6.48,7
Furniture,Anderson Hickey Conga Table Tops & Accessories,15.23,13
Office Supplies,Boston 16801 Nautilus� Battery Pencil Sharpener,22.01,1
Office Supplies,Xerox 1940,54.96,22
Furniture,"Global Push Button Manager's Chair, Indigo",60.89,7
Office Supplies,Hoover Portapower� Portable Vacuum,4.48,6
Furniture,"Eldon� 400 Class� Desk Accessories, Black Carbon",8.75,14
Technology,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,120.97,16
Technology,688,195.99,16
Office Supplies,Xerox 1908,55.98,13
Office Supplies,Belkin Premiere Surge Master II 8-outlet surge protector,48.58,21
Office Supplies,Eureka The Boss� Cordless Rechargeable Stick Vac,50.98,9
Technology,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",22.24,3
Office Supplies,"Fellowes Personal Hanging Folder Files, Navy",13.43,3
Office Supplies,Steel Personal Filing/Posting Tote,35.51,6
Office Supplies,Array� Memo Cubes,5.18,3
Office Supplies,Avery 508,4.91,12
Office Supplies,Fellowes Staxonsteel� Drawer Files,193.17,6
Technology,CF 688,155.99,6
Office Supplies,"\"Acco Pressboard Covers with Storage Hooks, 14 7/8\"\" x 11\"\"",4.91,3130.3602
Office Supplies,Xerox Blank Computer Paper,19.98,22
Office Supplies,"Dual Level, Single-Width Filing Carts",155.06,11
Office Supplies,"Tenex Personal Project File with Scoop Front Design, Black",13.48,18
Office Supplies,#6 3/4 Gummed Flap White Envelopes,9.9,5
Office Supplies,Fellowes Staxonsteel� Drawer Files,193.17,9
Office Supplies,Revere Boxed Rubber Bands by Revere,1.89,20
Furniture,"Global Deluxe Stacking Chair, Gray",50.98,7
Office Supplies,Avery Hi-Liter� Smear-Safe Highlighters,5.84,5
Technology,Keytronic French Keyboard,73.98,4
Technology,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,51.98,4
Office Supplies,Honeywell Enviracaire� Portable HEPA Air Cleaner for up to 10 x 16 Room,123.38,5
Office Supplies,Xerox 1893,40.99,7
Furniture,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,209.84,10
Technology,Fellowes 17-key keypad for PS/2 interface,30.73,3
Office Supplies,Xerox Blank Computer Paper,19.98,3
Office Supplies,Smead Adjustable Mobile File Trolley with Lockable Top,419.19,5
Office Supplies,Avery 474,2.88,14
Office Supplies,Bagged Rubber Bands,1.26,15
Technology,600 Series Non-Flip,45.99,16
Office Supplies,Security-Tint Envelopes,7.64,6
Office Supplies,"\"1.7 Cubic Foot Compact \"\"Cube\"\" Office Refrigerators\"",208.16,4
Technology,Polycom ViewStation� Adapter H323 Videoconferencing Unit,1938.02,1
Office Supplies,"\"Black Print Carbonless Snap-Off� Rapid Letter, 8 1/2\"\" x 7\"\"\"",9.11,10
Technology,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",17.98,12
Technology,Accessory37,20.99,6
Technology,PC Concepts 116 Key Quantum 3000 Keyboard,32.98,1
Technology,"Soundgear Copyboard Conference Phone, Optional Battery",204.1,22
Office Supplies,Xerox 199,4.28,7
Furniture,Bretford Rectangular Conference Table Tops,376.13,13
Furniture,Bush Advantage Collection� Racetrack Conference Table,424.21,17
Technology,T28 WORLD,195.99,4
Office Supplies,Avery 494,2.61,8
Technology,TI 36X Solar Scientific Calculator,23.99,13
Furniture,Global Commerce� Series High-Back Swivel/Tilt Chairs,284.98,18
Furniture,Office Star - Task Chair with Contemporary Loop Arms,90.98,23
Technology,TIMEPORT P8767,65.99,7
Office Supplies,DIXON Ticonderoga� Erasable Checking Pencils,5.58,21
Office Supplies,Plastic Binding Combs,15.15,9
Furniture,"Eldon� Expressions� Wood Desk Accessories, Oak",7.38,1
Furniture,Bretford CR4500 Series Slim Rectangular Table,348.21,11
Technology,KH 688,195.99,16
Office Supplies,Rediform S.O.S. Phone Message Books,4.98,9
Technology,"Memorex 4.7GB DVD+R, 3/Pack",15.28,19
Office Supplies,Newell 326,1.76,13
Furniture,"\"Staples 10\"\" Round Wall Clock\"",9.74,20
Office Supplies,"Wirebound Message Book, 4 per Page",5.43,5
Office Supplies,Staples Paper Clips,2.47,22
Furniture,Ultra Commercial Grade Dual Valve Door Closer,39.89,14
Office Supplies,Tennsco Regal Shelving Units,101.41,21
Technology,"Memorex 4.7GB DVD-RAM, 3/Pack",31.78,13
Office Supplies,Wausau Papers Astrobrights� Colored Envelopes,5.98,5
Technology,Accessory35,35.99,19
Office Supplies,Vinyl Sectional Post Binders,37.7,12
Furniture,Magna Visual Magnetic Picture Hangers,4.82,18
Technology,"\"Maxell 3.5\"\" DS/HD IBM-Formatted Diskettes",4.89,-92.04
Office Supplies,"\"Wirebound Message Books, Four 2 3/4\"\" x 5\"\" Forms per Page",9.27,14.445
Technology,R280,155.99,21
Office Supplies,Avery Binder Labels,3.89,3
Furniture,Luxo Adjustable Task Clamp Lamp,88.84,6
Technology,2160,115.99,9
Office Supplies,Xerox 194,55.48,7
Furniture,"Master Caster Door Stop, Large Neon Orange",7.28,15
Furniture,Hon 2090 �Pillow Soft� Series Mid Back Swivel/Tilt Chairs,280.98,3
Office Supplies,Fiskars� Softgrip Scissors,10.98,15
Office Supplies,Xerox 1983,5.98,5
Office Supplies,Grip Seal Envelopes,4.42,3
Technology,Keytronic French Keyboard,73.98,4
Technology,Adesso Programmable 142-Key Keyboard,152.48,23
Office Supplies,Avery 494,2.61,2
Technology,"Maxell Pro 80 Minute CD-R, 10/Pack",17.48,7
Technology,"Memorex 4.7GB DVD+RW, 3/Pack",28.48,13
Office Supplies,Lumber Crayons,9.85,12
Technology,Timeport L7089,125.99,9
Office Supplies,Xerox 1977,6.68,3
Technology,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",40.98,9
Furniture,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",240.98,1
Furniture,"Eldon Expressions� Desk Accessory, Wood Pencil Holder, Oak",9.65,8
Office Supplies,Xerox 1922,4.98,9
Furniture,"\"Executive Impressions 14\"\" Contract Wall Clock with Quartz Movement\"",22.23,14
Technology,Talkabout T8097,205.99,11
Office Supplies,GBC DocuBind 200 Manual Binding Machine,420.98,10
Furniture,Hon 4070 Series Pagoda� Armless Upholstered Stacking Chairs,291.73,22
Technology,Okidata ML591 Wide Format Dot Matrix Printer,810.98,16
Office Supplies,Staples Standard Envelopes,5.68,3
Office Supplies,Portable Personal File Box,12.21,5
Office Supplies,Euro Pro Shark Stick Mini Vacuum,60.98,22
Furniture,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,15
Technology,V 3600 Series,65.99,6
Technology,Gyration Ultra Professional Cordless Optical Suite,300.97,1
Office Supplies,Eureka The Boss� Cordless Rechargeable Stick Vac,50.98,11
Technology,"Imation 3.5\"",8.46,6/20/2011
Office Supplies,Ibico Presentation Index for Binding Systems,3.98,21
Office Supplies,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",98.31,10
Technology,"Imation 3.5\"",4.98,7/29/2012
Furniture,"DAX Copper Panel Document Frame, 5 x 7 Size",12.58,21
Technology,"Imation 3.5 IBM Diskettes, 10/Box",8.46,5
Office Supplies,"Iris� 3-Drawer Stacking Bin, Black",20.89,7
Technology,1726 Digital Answering Machine,20.99,2
Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,4.24,8
Technology,"Imation 3.5 IBM Formatted Diskettes, 10/Box",8.32,16
Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,2
Technology,LX 677,110.99,9
Office Supplies,Hoover Portapower� Portable Vacuum,4.48,2
Furniture,"Eldon� Expressions� Wood and Plastic Desk Accessories, Oak",9.98,6
Technology,LX 788,155.99,4
Furniture,Luxo Professional Combination Clamp-On Lamps,102.3,5
Furniture,"\"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39\"\" x 49\"\"\"",107.53,9
Furniture,KI Conference Tables,70.89,8
Technology,Bell Sonecor JB700 Caller ID,7.99,8
Technology,T60,95.99,18
Technology,Targus USB Numeric Keypad,40.98,3
Office Supplies,Xerox 1926,4.98,15
Technology,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",45.19,43
Office Supplies,Xerox 23,6.48,23
Technology,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",45.19,21
Technology,Accessory41,35.99,5
Office Supplies,Staples Brown Kraft Recycled Clasp Envelopes,5.58,13
Technology,Imation 5.2GB DVD-RAM,60.98,23
Office Supplies,Avery 481,3.08,11
Technology,i500plus,65.99,20
Office Supplies,"\"Speediset Carbonless Redi-Letter� 7\"\" x 8 1/2\"\"\"",10.31,23
Furniture,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",260.98,14
Furniture,Ultra Door Pull Handle,10.52,11
Office Supplies,Xerox 1920,5.98,14
Furniture,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,2
Furniture,Hon 4070 Series Pagoda� Armless Upholstered Stacking Chairs,291.73,6
Technology,Sharp EL500L Fraction Calculator,13.99,9
